voice_index	speed	pitch	volume	noise	noise_w	silence	narratorScore	sex	gain	wpm	newSpeed	newVol	sex confidence
312	0.8	1	1	0.667	0.8	0.3	-0.81	female	-4.6	191.2	0.74	1.53	0.80
313	0.8	1	1	0.667	0.8	0.3	0.83	female	-3.4	189.14	0.73	1.33	0.31
314	0.8	1	1	0.667	0.8	0.3	0.34	ambiguous	-3.7	194.05	0.75	1.38	0.10
315	0.8	1	1	0.667	0.8	0.3	-0.84	female	-4.9	169.77	0.66	1.58	0.43
316	0.8	1	1	0.667	0.8	0.3	-2.03	female	-3.7	197.98	0.77	1.38	0.80
317	0.8	1	1	0.667	0.8	0.3	0.54	male	-4	200.13	0.78	1.43	0.13
318	0.8	1	1	0.667	0.8	0.3	2.47	male	-2.9	206.48	0.8	1.26	0.80
319	0.8	1	1	0.667	0.8	0.3	0	female	-4.6	177.4	0.69	1.53	0.80
320	0.8	1	1	0.667	0.8	0.3	-0.36	male	-4.7	230.44	0.89	1.55	0.49
321	0.8	1	1	0.667	0.8	0.3	2.92	female	-3.4	198.21	0.77	1.33	0.41
322	0.8	1	1	0.667	0.8	0.3	-0.57	female	-4.8	219.5	0.85	1.56	0.54
323	0.8	1	1	0.667	0.8	0.3	-1.11	ambiguous	-4.4	188.43	0.73	1.49	0.40
324	0.8	1	1	0.667	0.8	0.3	0.2	ambiguous	-3.3	229.99	0.89	1.32	0.48
325	0.8	1	1	0.667	0.8	0.3	0.81	ambiguous	-4.3	211.7	0.82	1.48	0.14
326	0.8	1	1	0.667	0.8	0.3	-0.71	male	-3.6	214.94	0.83	1.36	0.27
327	0.8	1	1	0.667	0.8	0.3	1.08	male	-2.1	229.24	0.89	1.15	0.21
328	0.8	1	1	0.667	0.8	0.3	0.45	male	-2.4	175.01	0.68	1.19	0.39
329	0.8	1	1	0.667	0.8	0.3	1.06	male	-4.8	207.82	0.81	1.56	0.52
330	0.8	1	1	0.667	0.8	0.3	2.51	male	-3.8	228.05	0.89	1.39	0.58
331	0.8	1	1	0.667	0.8	0.3	-2.28	ambiguous	-3.9	199.56	0.77	1.41	0.79
332	0.8	1	1	0.667	0.8	0.3	-3.85	male	-0.8	237.29	0.92	0.99	0.80
333	0.8	1	1	0.667	0.8	0.3	-1.82	male	-3.6	224.55	0.87	1.36	0.31
334	0.8	1	1	0.667	0.8	0.3	-1.07	male	-1.9	210.68	0.82	1.12	0.10
335	0.8	1	1	0.667	0.8	0.3	1.53	male	-4.7	217.46	0.84	1.55	0.43
336	0.8	1	1	0.667	0.8	0.3	0.5	female	-3.1	200.13	0.78	1.29	0.80
337	0.8	1	1	0.667	0.8	0.3	1.87	male	-3.7	189.04	0.73	1.38	0.13
338	0.8	1	1	0.667	0.8	0.3	-1.15	male	-2	267.24	1.04	1.13	0.80
339	0.8	1	1	0.667	0.8	0.3	-1.86	male	-2.4	215.46	0.84	1.19	0.80
340	0.8	1	1	0.667	0.8	0.3	0.59	female	-5.2	160.1	0.62	1.64	0.49
341	0.8	1	1	0.667	0.8	0.3	-1.72	male	-4	196.88	0.76	1.43	0.41
342	0.8	1	1	0.667	0.8	0.3	-0.75	male	-3.2	219.5	0.85	1.3	0.54
343	0.8	1	1	0.667	0.8	0.3	-0.81	female	-4.2	212.98	0.83	1.46	0.40
344	0.8	1	1	0.667	0.8	0.3	0.39	female	-3.4	183.99	0.71	1.33	0.48
345	0.8	1	1	0.667	0.8	0.3	1.32	female	-3.9	167.74	0.65	1.41	0.14
346	0.8	1	1	0.667	0.8	0.3	4.36	ambiguous	-5.1	192.88	0.75	1.62	0.27
347	0.8	1	1	0.667	0.8	0.3	-0.26	ambiguous	-4	231.66	0.9	1.43	0.21
348	0.8	1	1	0.667	0.8	0.3	3.08	female	-4.5	186.53	0.72	1.51	0.39
349	0.8	1	1	0.667	0.8	0.3	-1.13	ambiguous	-4.7	195.89	0.76	1.55	0.52
350	0.8	1	1	0.667	0.8	0.3	-0.95	male	-2.4	240.37	0.93	1.19	0.58
351	0.8	1	1	0.667	0.8	0.3	-1.67	female	-5.5	206.11	0.8	1.7	0.79
352	0.8	1	1	0.667	0.8	0.3	1.73	female	-5.9	177.49	0.69	1.78	0.80
353	0.8	1	1	0.667	0.8	0.3	0.19	male	-2.5	173.03	0.67	1.2	0.31
354	0.8	1	1	0.667	0.8	0.3	-0.36	female	-6.1	191.51	0.74	1.82	0.10
355	0.8	1	1	0.667	0.8	0.3	-0.33	female	-4.3	206.84	0.8	1.48	0.43
356	0.8	1	1	0.667	0.8	0.3	-2.1	female	-4.7	223.98	0.87	1.55	0.80
357	0.8	1	1	0.667	0.8	0.3	-1.39	male	-3.7	195.56	0.76	1.38	0.13
358	0.8	1	1	0.667	0.8	0.3	0.57	male	-2.2	246.96	0.96	1.16	0.80
359	0.8	1	1	0.667	0.8	0.3	-2.85	female	-3.8	246.09	0.96	1.39	0.80
360	0.8	1	1	0.667	0.8	0.3	-0.33	male	-3.9	247.83	0.96	1.41	0.49
361	0.8	1	1	0.667	0.8	0.3	0.76	male	-3.9	251.2	0.98	1.41	0.41
362	0.8	1	1	0.667	0.8	0.3	0.83	male	-3.4	194.91	0.76	1.33	0.54
363	0.8	1	1	0.667	0.8	0.3	1.24	male	-2.1	155.15	0.6	1.15	0.40
364	0.8	1	1	0.667	0.8	0.3	0.88	male	-2.3	218.27	0.85	1.17	0.48
365	0.8	1	1	0.667	0.8	0.3	-2.12	ambiguous	-5.3	192.98	0.75	1.66	0.14
366	0.8	1	1	0.667	0.8	0.3	0.04	ambiguous	-4.3	203.37	0.79	1.48	0.27
367	0.8	1	1	0.667	0.8	0.3	2.58	male	-4.2	208.44	0.81	1.46	0.21
368	0.8	1	1	0.667	0.8	0.3	2.17	male	-3.4	190.16	0.74	1.33	0.39
369	0.8	1	1	0.667	0.8	0.3	1.64	male	-3.6	205.99	0.8	1.36	0.52
370	0.8	1	1	0.667	0.8	0.3	3.21	female	-4.5	195.34	0.76	1.51	0.58
371	0.8	1	1	0.667	0.8	0.3	-1.11	male	-5	226.58	0.88	1.6	0.79
372	0.8	1	1	0.667	0.8	0.3	-1.1	female	-4.7	207.7	0.81	1.55	0.80
373	0.8	1	1	0.667	0.8	0.3	2.26	female	-4.1	178.48	0.69	1.44	0.31
374	0.8	1	1	0.667	0.8	0.3	1.07	male	-3.9	213.11	0.83	1.41	0.10
375	0.8	1	1	0.667	0.8	0.3	2.09	male	-5.3	193.62	0.75	1.66	0.43
376	0.8	1	1	0.667	0.8	0.3	0.76	female	-4.9	198.77	0.77	1.58	0.80
377	0.8	1	1	0.667	0.8	0.3	-2.45	female	-3.8	201.04	0.78	1.39	0.13
378	0.8	1	1	0.667	0.8	0.3	-1.49	female	-5.1	189.65	0.74	1.62	0.80
379	0.8	1	1	0.667	0.8	0.3	0.31	ambiguous	-2.6	183.89	0.71	1.21	0.80
380	0.8	1	1	0.667	0.8	0.3	-6.85	male	-3.8	263.04	1.02	1.39	0.49
381	0.8	1	1	0.667	0.8	0.3	1.78	female	-4.5	193.2	0.75	1.51	0.41
382	0.8	1	1	0.667	0.8	0.3	0.2	female	-5.3	194.26	0.75	1.66	0.54
383	0.8	1	1	0.667	0.8	0.3	-0.56	ambiguous	-3	180.59	0.7	1.27	0.40
384	0.8	1	1	0.667	0.8	0.3	2.09	female	-3.9	185.64	0.72	1.41	0.48
385	0.8	1	1	0.667	0.8	0.3	0.99	male	-3.2	205.63	0.8	1.3	0.14
386	0.8	1	1	0.667	0.8	0.3	0.1	male	-4.1	203.72	0.79	1.44	0.27
387	0.8	1	1	0.667	0.8	0.3	2.01	ambiguous	-4.4	197.1	0.77	1.49	0.21
388	0.8	1	1	0.667	0.8	0.3	2.66	male	-1.7	218.27	0.85	1.09	0.39
389	0.8	1	1	0.667	0.8	0.3	0.77	female	-4.2	188.33	0.73	1.46	0.52
390	0.8	1	1	0.667	0.8	0.3	3.78	ambiguous	-4.9	159.59	0.62	1.58	0.58
391	0.8	1	1	0.667	0.8	0.3	0.52	ambiguous	-3.7	228.94	0.89	1.38	0.79
392	0.8	1	1	0.667	0.8	0.3	1.36	male	-3	219.91	0.85	1.27	0.80
393	0.8	1	1	0.667	0.8	0.3	1.21	male	-4.1	216.79	0.84	1.44	0.31
394	0.8	1	1	0.667	0.8	0.3	-0.61	male	-4.9	244.72	0.95	1.58	0.10
395	0.8	1	1	0.667	0.8	0.3	0.43	male	-3.7	221.02	0.86	1.38	0.43
396	0.8	1	1	0.667	0.8	0.3	-0.7	female	-5.5	193.09	0.75	1.7	0.80
397	0.8	1	1	0.667	0.8	0.3	3.38	ambiguous	-5.4	168.71	0.66	1.68	0.13
398	0.8	1	1	0.667	0.8	0.3	1.2	male	-3.3	205.03	0.8	1.32	0.80
399	0.8	1	1	0.667	0.8	0.3	-2.61	male	-3.4	226.14	0.88	1.33	0.80
400	0.8	1	1	0.667	0.8	0.3	-3.55	male	-2.2	208.81	0.81	1.16	0.49
401	0.8	1	1	0.667	0.8	0.3	1.51	male	-2.9	219.36	0.85	1.26	0.41
402	0.8	1	1	0.667	0.8	0.3	-2.73	male	-3.9	227.31	0.88	1.41	0.54
403	0.8	1	1	0.667	0.8	0.3	-0.84	ambiguous	-3.8	186.93	0.73	1.39	0.40
404	0.8	1	1	0.667	0.8	0.3	1.08	male	-4.3	189.14	0.73	1.48	0.48
405	0.8	1	1	0.667	0.8	0.3	1.07	male	-4.4	195.56	0.76	1.49	0.14
406	0.8	1	1	0.667	0.8	0.3	0.1	male	-3.7	231.05	0.9	1.38	0.27
407	0.8	1	1	0.667	0.8	0.3	-0.65	male	-4.2	181.61	0.71	1.46	0.21
408	0.8	1	1	0.667	0.8	0.3	-0.7	female	-5.6	203.02	0.79	1.71	0.39
409	0.8	1	1	0.667	0.8	0.3	-3.76	male	-3.6	221.58	0.86	1.36	0.52
410	0.8	1	1	0.667	0.8	0.3	1.47	male	-2.1	219.23	0.85	1.15	0.58
411	0.8	1	1	0.667	0.8	0.3	2.38	ambiguous	-3.2	177.13	0.69	1.3	0.79
412	0.8	1	1	0.667	0.8	0.3	0.47	ambiguous	-3.8	202.32	0.79	1.39	0.80
413	0.8	1	1	0.667	0.8	0.3	0.7	male	-3.8	143.44	0.56	1.39	0.31
414	0.8	1	1	0.667	0.8	0.3	1.19	male	-3.8	189.45	0.74	1.39	0.10
415	0.8	1	1	0.667	0.8	0.3	2.84	male	-3.4	194.26	0.75	1.33	0.43
416	0.8	1	1	0.667	0.8	0.3	0.34	male	-3.5	217.2	0.84	1.35	0.80
417	0.8	1	1	0.667	0.8	0.3	-0.75	ambiguous	-4.1	183.13	0.71	1.44	0.13
418	0.8	1	1	0.667	0.8	0.3	-1.42	male	-1	222.84	0.87	1.01	0.80
419	0.8	1	1	0.667	0.8	0.3	3.03	ambiguous	-4.6	163.53	0.64	1.53	0.80
420	0.8	1	1	0.667	0.8	0.3	0.73	female	-4.5	213.24	0.83	1.51	0.49
421	0.8	1	1	0.667	0.8	0.3	0.24	female	-4.8	190.99	0.74	1.56	0.41
422	0.8	1	1	0.667	0.8	0.3	1.1	ambiguous	-2.8	220.05	0.85	1.24	0.54
423	0.8	1	1	0.667	0.8	0.3	1.47	male	-2.4	213.37	0.83	1.19	0.40
424	0.8	1	1	0.667	0.8	0.3	0.54	female	-3.9	187.43	0.73	1.41	0.48
425	0.8	1	1	0.667	0.8	0.3	0.99	male	-4.9	206.23	0.8	1.58	0.14
426	0.8	1	1	0.667	0.8	0.3	-2.86	male	-1.8	223.13	0.87	1.11	0.27
427	0.8	1	1	0.667	0.8	0.3	0.12	male	-4	211.19	0.82	1.43	0.21
428	0.8	1	1	0.667	0.8	0.3	-1.55	male	-4.2	198.99	0.77	1.46	0.39
429	0.8	1	1	0.667	0.8	0.3	0.68	male	-3.1	252.1	0.98	1.29	0.52
430	0.8	1	1	0.667	0.8	0.3	-0.45	ambiguous	-3.7	218	0.85	1.38	0.58
431	0.8	1	1	0.667	0.8	0.3	2.3	male	-3.3	188.83	0.73	1.32	0.79
432	0.8	1	1	0.667	0.8	0.3	0	male	-3.2	195.02	0.76	1.3	0.80
433	0.8	1	1	0.667	0.8	0.3	1.36	ambiguous	-4	198.43	0.77	1.43	0.31
434	0.8	1	1	0.667	0.8	0.3	3.48	female	-2.3	191.09	0.74	1.17	0.10
435	0.8	1	1	0.667	0.8	0.3	-1.96	male	-3.9	221.02	0.86	1.41	0.43
436	0.8	1	1	0.667	0.8	0.3	-1.19	male	-5	226.87	0.88	1.6	0.80
437	0.8	1	1	0.667	0.8	0.3	-1.89	male	-4.6	245.06	0.95	1.53	0.13
438	0.8	1	1	0.667	0.8	0.3	-1.13	male	-3	200.01	0.78	1.27	0.80
439	0.8	1	1	0.667	0.8	0.3	-2.12	female	-4.6	218.95	0.85	1.53	0.80
440	0.8	1	1	0.667	0.8	0.3	-1.28	ambiguous	-4	208.81	0.81	1.43	0.49
441	0.8	1	1	0.667	0.8	0.3	0.43	male	-3.5	200.7	0.78	1.35	0.41
442	0.8	1	1	0.667	0.8	0.3	-1.55	male	-3.5	197.54	0.77	1.35	0.54
443	0.8	1	1	0.667	0.8	0.3	1.26	female	-5.2	169.2	0.66	1.64	0.40
444	0.8	1	1	0.667	0.8	0.3	-0.47	female	-4.2	173.89	0.68	1.46	0.48
445	0.8	1	1	0.667	0.8	0.3	2.1	male	-3.1	227.16	0.88	1.29	0.14
446	0.8	1	1	0.667	0.8	0.3	0.16	female	-4.8	214.15	0.83	1.56	0.27
447	0.8	1	1	0.667	0.8	0.3	-0.13	female	-4.3	225.7	0.88	1.48	0.21
448	0.8	1	1	0.667	0.8	0.3	-3.1	female	-3.1	262.84	1.02	1.29	0.39
449	0.8	1	1	0.667	0.8	0.3	0.52	female	-4.1	179.21	0.7	1.44	0.52
450	0.8	1	1	0.667	0.8	0.3	-2.02	female	-6	209.43	0.81	1.8	0.58
451	0.8	1	1	0.667	0.8	0.3	-1.85	female	-5	227.31	0.88	1.6	0.79
452	0.8	1	1	0.667	0.8	0.3	-4.31	male	-3	228.64	0.89	1.27	0.80
453	0.8	1	1	0.667	0.8	0.3	0.79	female	-5.3	199.22	0.77	1.66	0.31
454	0.8	1	1	0.667	0.8	0.3	-0.95	male	-2.6	233.35	0.91	1.21	0.10
455	0.8	1	1	0.667	0.8	0.3	-0.23	female	-5.3	214.81	0.83	1.66	0.43
456	0.8	1	1	0.667	0.8	0.3	0.97	male	-4.5	205.63	0.8	1.51	0.80
457	0.8	1	1	0.667	0.8	0.3	1.37	ambiguous	-2.7	174.4	0.68	1.23	0.13
458	0.8	1	1	0.667	0.8	0.3	0.79	female	-5.6	228.79	0.89	1.71	0.80
459	0.8	1	1	0.667	0.8	0.3	1.88	male	-3.2	219.5	0.85	1.3	0.80
460	0.8	1	1	0.667	0.8	0.3	5.94	male	-2.5	196.11	0.76	1.2	0.49
461	0.8	1	1	0.667	0.8	0.3	-1.27	female	-2.3	190.37	0.74	1.17	0.41
462	0.8	1	1	0.667	0.8	0.3	0.33	ambiguous	-2.8	176.77	0.69	1.24	0.54
463	0.8	1	1	0.667	0.8	0.3	1.63	male	-3	221.3	0.86	1.27	0.40
464	0.8	1	1	0.667	0.8	0.3	-0.57	female	-3.4	220.33	0.86	1.33	0.48
465	0.8	1	1	0.667	0.8	0.3	0.71	male	-4.4	197.98	0.77	1.49	0.14
466	0.8	1	1	0.667	0.8	0.3	1.49	female	-5.2	152.39	0.59	1.64	0.27
467	0.8	1	1	0.667	0.8	0.3	-0.42	female	-3.4	217.73	0.85	1.33	0.21
468	0.8	1	1	0.667	0.8	0.3	-0.66	female	-3.6	219.23	0.85	1.36	0.39
469	0.8	1	1	0.667	0.8	0.3	-0.82	ambiguous	-3.5	224.98	0.87	1.35	0.52
470	0.8	1	1	0.667	0.8	0.3	-0.55	ambiguous	-3.8	196.99	0.77	1.39	0.58
471	0.8	1	1	0.667	0.8	0.3	0.9	female	-4	186.43	0.72	1.43	0.79
472	0.8	1	1	0.667	0.8	0.3	0.73	male	-2.8	191.41	0.74	1.24	0.80
473	0.8	1	1	0.667	0.8	0.3	-1.41	male	-5.3	228.05	0.89	1.66	0.31
474	0.8	1	1	0.667	0.8	0.3	0.14	male	-2.7	213.11	0.83	1.23	0.10
475	0.8	1	1	0.667	0.8	0.3	-3.04	ambiguous	-4.8	221.58	0.86	1.56	0.43
476	0.8	1	1	0.667	0.8	0.3	1.05	male	-3.2	180.68	0.7	1.3	0.80
477	0.8	1	1	0.667	0.8	0.3	-0.12	male	-4.7	232.73	0.9	1.55	0.13
478	0.8	1	1	0.667	0.8	0.3	0.72	male	-3.6	182.27	0.71	1.36	0.80
479	0.8	1	1	0.667	0.8	0.3	-2.31	male	-1.7	214.28	0.83	1.09	0.80
480	0.8	1	1	0.667	0.8	0.3	-0.74	ambiguous	-4	222.42	0.86	1.43	0.49
481	0.8	1	1	0.667	0.8	0.3	0.74	male	-2.3	195.56	0.76	1.17	0.41
482	0.8	1	1	0.667	0.8	0.3	4.22	ambiguous	-2.7	182.65	0.71	1.23	0.54
483	0.8	1	1	0.667	0.8	0.3	2.29	male	-4	185.74	0.72	1.43	0.40
484	0.8	1	1	0.667	0.8	0.3	-0.71	male	-1.4	239.55	0.93	1.06	0.48
485	0.8	1	1	0.667	0.8	0.3	-0.97	female	-5.8	202.67	0.79	1.75	0.14
486	0.8	1	1	0.667	0.8	0.3	2.42	male	-3.4	178.39	0.69	1.33	0.27
487	0.8	1	1	0.667	0.8	0.3	0.06	female	-4.2	193.09	0.75	1.46	0.21
488	0.8	1	1	0.667	0.8	0.3	-1.02	female	-4.1	192.03	0.75	1.44	0.39
489	0.8	1	1	0.667	0.8	0.3	0.91	male	-4.1	192.35	0.75	1.44	0.52
490	0.8	1	1	0.667	0.8	0.3	1.68	male	-4.6	190.27	0.74	1.53	0.58
491	0.8	1	1	0.667	0.8	0.3	3.64	male	-2.7	197.1	0.77	1.23	0.79
492	0.8	1	1	0.667	0.8	0.3	-0.89	male	-4.4	243.54	0.95	1.49	0.80
493	0.8	1	1	0.667	0.8	0.3	0.7	female	-4.3	200.58	0.78	1.48	0.31
494	0.8	1	1	0.667	0.8	0.3	2.01	female	-4.4	187.13	0.73	1.49	0.10
495	0.8	1	1	0.667	0.8	0.3	-0.52	male	-4.1	198.1	0.77	1.44	0.43
496	0.8	1	1	0.667	0.8	0.3	0.86	male	-1.7	218.27	0.85	1.09	0.80
497	0.8	1	1	0.667	0.8	0.3	2.14	male	-3	206.96	0.8	1.27	0.13
498	0.8	1	1	0.667	0.8	0.3	-0.47	male	-2.6	209.43	0.81	1.21	0.80
499	0.8	1	1	0.667	0.8	0.3	-3.68	male	-1.9	208.44	0.81	1.12	0.80
500	0.8	1	1	0.667	0.8	0.3	-2.37	male	-2.8	217.06	0.84	1.24	0.49
501	0.8	1	1	0.667	0.8	0.3	-0.95	male	-4.2	207.82	0.81	1.46	0.41
502	0.8	1	1	0.667	0.8	0.3	1	male	-0.8	229.09	0.89	0.99	0.54
503	0.8	1	1	0.667	0.8	0.3	-1.47	female	-6.2	235.54	0.91	1.84	0.40
504	0.8	1	1	0.667	0.8	0.3	-0.18	male	-2.7	217.87	0.85	1.23	0.48
505	0.8	1	1	0.667	0.8	0.3	-0.32	female	-4.5	193.62	0.75	1.51	0.14
506	0.8	1	1	0.667	0.8	0.3	1.88	male	-3.6	217.73	0.85	1.36	0.27
507	0.8	1	1	0.667	0.8	0.3	-0.67	ambiguous	-4.7	189.04	0.73	1.55	0.21
508	0.8	1	1	0.667	0.8	0.3	-3.67	male	-4.4	229.24	0.89	1.49	0.39
509	0.8	1	1	0.667	0.8	0.3	0.39	male	-4.3	253.19	0.98	1.48	0.52
510	0.8	1	1	0.667	0.8	0.3	-0.36	ambiguous	-2.3	178.66	0.69	1.17	0.58
511	0.8	1	1	0.667	0.8	0.3	1.13	male	-2.5	236.17	0.92	1.2	0.79
512	0.8	1	1	0.667	0.8	0.3	-0.71	male	-2.9	223.84	0.87	1.26	0.80
513	0.8	1	1	0.667	0.8	0.3	-0.45	female	-4.9	199.67	0.78	1.58	0.31
514	0.8	1	1	0.667	0.8	0.3	-0.7	male	-3.7	206.11	0.8	1.38	0.10
515	0.8	1	1	0.667	0.8	0.3	0.61	female	-4.9	198.77	0.77	1.58	0.43
516	0.8	1	1	0.667	0.8	0.3	1	ambiguous	-5.2	207.21	0.8	1.64	0.80
517	0.8	1	1	0.667	0.8	0.3	0.55	female	-5.2	172.86	0.67	1.64	0.13
518	0.8	1	1	0.667	0.8	0.3	0.62	male	-1.8	204.91	0.8	1.11	0.80
519	0.8	1	1	0.667	0.8	0.3	-0.09	male	-5	218.41	0.85	1.6	0.80
520	0.8	1	1	0.667	0.8	0.3	-2.25	male	-3.6	228.94	0.89	1.36	0.49
521	0.8	1	1	0.667	0.8	0.3	1.18	male	-3.1	213.89	0.83	1.29	0.41
522	0.8	1	1	0.667	0.8	0.3	-2.62	male	-3.9	198.77	0.77	1.41	0.54
523	0.8	1	1	0.667	0.8	0.3	0.39	male	-2.2	213.63	0.83	1.16	0.40
524	0.8	1	1	0.667	0.8	0.3	1.83	female	-4.5	182.37	0.71	1.51	0.48
525	0.8	1	1	0.667	0.8	0.3	1.42	female	-4.8	194.91	0.76	1.56	0.14
526	0.8	1	1	0.667	0.8	0.3	-1	male	-1.8	266.84	1.04	1.11	0.27
527	0.8	1	1	0.667	0.8	0.3	-0.08	male	-3.4	228.34	0.89	1.33	0.21
528	0.8	1	1	0.667	0.8	0.3	1.35	male	-3.2	222.56	0.86	1.3	0.39
529	0.8	1	1	0.667	0.8	0.3	-1.2	female	-4.9	222.14	0.86	1.58	0.52
530	0.8	1	1	0.667	0.8	0.3	3.01	ambiguous	-3.4	167.34	0.65	1.33	0.58
531	0.8	1	1	0.667	0.8	0.3	-0.47	male	-3.2	218.41	0.85	1.3	0.79
532	0.8	1	1	0.667	0.8	0.3	1.72	female	-4.4	217.2	0.84	1.49	0.80
533	0.8	1	1	0.667	0.8	0.3	-1.86	male	0.5	210.18	0.82	0.85	0.31
534	0.8	1	1	0.667	0.8	0.3	0.34	ambiguous	-3.5	231.5	0.9	1.35	0.10
535	0.8	1	1	0.667	0.8	0.3	-1.02	female	-5.2	190.89	0.74	1.64	0.43
536	0.8	1	1	0.667	0.8	0.3	2.5	female	-4	164.75	0.64	1.43	0.80
537	0.8	1	1	0.667	0.8	0.3	-0.49	female	-3.6	230.59	0.9	1.36	0.13
538	0.8	1	1	0.667	0.8	0.3	-2.16	male	-4.3	201.73	0.78	1.48	0.80
539	0.8	1	1	0.667	0.8	0.3	-3.53	female	-5	193.73	0.75	1.6	0.80
540	0.8	1	1	0.667	0.8	0.3	-0.78	male	-4.5	211.83	0.82	1.51	0.49
541	0.8	1	1	0.667	0.8	0.3	-3.79	ambiguous	-3.9	254.65	0.99	1.41	0.41
542	0.8	1	1	0.667	0.8	0.3	2.18	male	-2.8	209.43	0.81	1.24	0.54
543	0.8	1	1	0.667	0.8	0.3	-2.87	male	-4	207.08	0.8	1.43	0.40
544	0.8	1	1	0.667	0.8	0.3	-1.74	male	-1.7	211.96	0.82	1.09	0.48
545	0.8	1	1	0.667	0.8	0.3	0.03	female	-4	208.44	0.81	1.43	0.14
546	0.8	1	1	0.667	0.8	0.3	-0.52	male	-3.8	193.51	0.75	1.39	0.27
547	0.8	1	1	0.667	0.8	0.3	2.02	male	-0.8	181.8	0.71	0.99	0.21
548	0.8	1	1	0.667	0.8	0.3	-1.24	female	-3.6	196.76	0.76	1.36	0.39
549	0.8	1	1	0.667	0.8	0.3	-0.21	male	-4.4	220.05	0.85	1.49	0.52
550	0.8	1	1	0.667	0.8	0.3	-3.76	female	-5.2	226.72	0.88	1.64	0.58
551	0.8	1	1	0.667	0.8	0.3	-0.08	female	-4.3	204.67	0.79	1.48	0.79
552	0.8	1	1	0.667	0.8	0.3	-2.8	male	1.1	248	0.96	0.79	0.80
553	0.8	1	1	0.667	0.8	0.3	-0.73	female	-5.4	225.13	0.87	1.68	0.31
554	0.8	1	1	0.667	0.8	0.3	0.05	female	-3.1	198.21	0.77	1.29	0.10
555	0.8	1	1	0.667	0.8	0.3	-1.81	female	-2.7	221.3	0.86	1.23	0.43
556	0.8	1	1	0.667	0.8	0.3	-1.55	female	-4.7	207.57	0.81	1.55	0.80
557	0.8	1	1	0.667	0.8	0.3	0.96	female	-6.1	217.33	0.84	1.82	0.13
558	0.8	1	1	0.667	0.8	0.3	-0.15	female	-5.2	205.51	0.8	1.64	0.80
559	0.8	1	1	0.667	0.8	0.3	0.18	male	-5.1	231.66	0.9	1.62	0.80
560	0.8	1	1	0.667	0.8	0.3	-2.04	female	-5.1	220.19	0.86	1.62	0.49
561	0.8	1	1	0.667	0.8	0.3	0.53	female	-3.5	181.05	0.7	1.35	0.41
562	0.8	1	1	0.667	0.8	0.3	0.67	female	-3.9	193.2	0.75	1.41	0.54
563	0.8	1	1	0.667	0.8	0.3	-0.4	male	-2.1	231.2	0.9	1.15	0.40
564	0.8	1	1	0.667	0.8	0.3	-4.14	male	-1.1	228.49	0.89	1.02	0.48
565	0.8	1	1	0.667	0.8	0.3	2.77	female	-4.8	183.61	0.71	1.56	0.14
566	0.8	1	1	0.667	0.8	0.3	-1.51	female	-5.6	180.96	0.7	1.71	0.27
567	0.8	1	1	0.667	0.8	0.3	0.83	female	-3.7	202.2	0.79	1.38	0.21
568	0.8	1	1	0.667	0.8	0.3	-0.19	male	-2.3	216.93	0.84	1.17	0.39
569	0.8	1	1	0.667	0.8	0.3	-0.76	male	-4.3	214.67	0.83	1.48	0.52
570	0.8	1	1	0.667	0.8	0.3	-1.65	ambiguous	-5.4	170.51	0.66	1.68	0.58
571	0.8	1	1	0.667	0.8	0.3	0.8	male	-5.2	216.66	0.84	1.64	0.79
572	0.8	1	1	0.667	0.8	0.3	-0.71	male	-3.9	201.5	0.78	1.41	0.80
573	0.8	1	1	0.667	0.8	0.3	0.6	ambiguous	-4.5	206.48	0.8	1.51	0.31
574	0.8	1	1	0.667	0.8	0.3	-1.04	female	-3.5	205.27	0.8	1.35	0.10
575	0.8	1	1	0.667	0.8	0.3	0.31	male	-3.4	198.21	0.77	1.33	0.43
576	0.8	1	1	0.667	0.8	0.3	-0.29	female	-5.3	192.35	0.75	1.66	0.80
577	0.8	1	1	0.667	0.8	0.3	-0.63	male	-2.4	221.16	0.86	1.19	0.13
578	0.8	1	1	0.667	0.8	0.3	3.19	male	-3.6	186.33	0.72	1.36	0.80
579	0.8	1	1	0.667	0.8	0.3	1.97	female	-3.6	204.08	0.79	1.36	0.80
580	0.8	1	1	0.667	0.8	0.3	1.11	female	-5.6	188.23	0.73	1.71	0.49
581	0.8	1	1	0.667	0.8	0.3	1.46	female	-4.6	161.65	0.63	1.53	0.41
582	0.8	1	1	0.667	0.8	0.3	0.61	female	-2.1	206.35	0.8	1.15	0.54
583	0.8	1	1	0.667	0.8	0.3	2.24	male	-4	231.35	0.9	1.43	0.40
584	0.8	1	1	0.667	0.8	0.3	2.15	male	-4.2	195.67	0.76	1.46	0.48
585	0.8	1	1	0.667	0.8	0.3	-2.21	female	-4.3	201.27	0.78	1.48	0.14
586	0.8	1	1	0.667	0.8	0.3	-0.43	male	-3.5	201.16	0.78	1.35	0.27
587	0.8	1	1	0.667	0.8	0.3	2.21	female	-4.1	145.52	0.57	1.44	0.21
588	0.8	1	1	0.667	0.8	0.3	-0.84	female	-4	215.07	0.84	1.43	0.39
589	0.8	1	1	0.667	0.8	0.3	1.08	male	-4.2	228.94	0.89	1.46	0.52
590	0.8	1	1	0.667	0.8	0.3	1.7	female	-5.6	183.51	0.71	1.71	0.58
591	0.8	1	1	0.667	0.8	0.3	-3.33	male	-3.8	221.02	0.86	1.39	0.79
