voice_index	voice_number	speed	pitch	volume	noise	noise_w	silence	narratorScore	sex	gain	wpm	newSpeed	newVol	sexConfidence
868	868	0.8	1	1.35	0.667	0.8	0.3	-2.66	male	-3.5	236.01	0.92	1.35	0.39
869	869	0.8	1	1.58	0.667	0.8	0.3	-1.61	female	-4.9	193.62	0.75	1.58	0.52
870	870	0.8	1	1.23	0.667	0.8	0.3	2.72	male	-2.7	185.25	0.72	1.23	0.58
871	871	0.8	1	1.68	0.667	0.8	0.3	-1.38	ambiguous	-5.4	221.02	0.86	1.68	0.79
872	872	0.8	1	1.43	0.667	0.8	0.3	-1.49	ambiguous	-4	174.06	0.68	1.43	0.8
873	873	0.8	1	1.62	0.667	0.8	0.3	-2.05	ambiguous	-5.1	217.06	0.84	1.62	0.31
874	874	0.8	1	1.51	0.667	0.8	0.3	-1.87	ambiguous	-4.5	193.83	0.75	1.51	0.1
875	875	0.8	1	1.56	0.667	0.8	0.3	0.97	female	-4.8	196.43	0.76	1.56	0.43
876	876	0.8	1	1.35	0.667	0.8	0.3	-0.99	male	-3.5	227.02	0.88	1.35	0.8
877	877	0.8	1	1.48	0.667	0.8	0.3	-2.71	female	-4.3	208.81	0.81	1.48	0.13
878	878	0.8	1	1.56	0.667	0.8	0.3	-0.16	male	-4.8	218	0.85	1.56	0.8
879	879	0.8	1	1.11	0.667	0.8	0.3	-0.93	male	-1.8	245.06	0.95	1.11	0.8
880	880	0.8	1	1.44	0.667	0.8	0.3	-0.8	female	-4.1	223.69	0.87	1.44	0.49
881	881	0.8	1	1.46	0.667	0.8	0.3	-1.14	ambiguous	-4.2	200.13	0.78	1.46	0.41
882	882	0.8	1	1.26	0.667	0.8	0.3	-1.51	male	-2.9	208.68	0.81	1.26	0.54
883	883	0.8	1	1.15	0.667	0.8	0.3	-0.38	male	-2.1	237.13	0.92	1.15	0.4
884	884	0.8	1	1.24	0.667	0.8	0.3	1.25	male	-2.8	207.21	0.8	1.24	0.48
885	885	0.8	1	1.32	0.667	0.8	0.3	-0.84	male	-3.3	235.54	0.91	1.32	0.14
886	886	0.8	1	1.51	0.667	0.8	0.3	1.29	female	-4.5	190.27	0.74	1.51	0.27
887	887	0.8	1	1.35	0.667	0.8	0.3	1.21	female	-3.5	211.83	0.82	1.35	0.21
888	888	0.8	1	1.33	0.667	0.8	0.3	0.33	male	-3.4	199.9	0.78	1.33	0.39
889	889	0.8	1	1.33	0.667	0.8	0.3	-0.17	male	-3.4	216.93	0.84	1.33	0.52
890	890	0.8	1	1.3	0.667	0.8	0.3	-2.47	male	-3.2	210.56	0.82	1.3	0.58
891	891	0.8	1	1.39	0.667	0.8	0.3	-0.48	male	-3.8	199.79	0.78	1.39	0.79
892	892	0.8	1	1.17	0.667	0.8	0.3	-1.43	male	-2.3	190.37	0.74	1.17	0.8
893	893	0.8	1	1.17	0.667	0.8	0.3	-0.48	male	-2.3	210.68	0.82	1.17	0.31
894	894	0.8	1	1.46	0.667	0.8	0.3	-1.65	female	-4.2	194.91	0.76	1.46	0.1
895	895	0.8	1	1.33	0.667	0.8	0.3	-0.47	male	-3.4	186.23	0.72	1.33	0.43
896	896	0.8	1	1.11	0.667	0.8	0.3	-1.11	male	-1.8	222.98	0.87	1.11	0.8
897	897	0.8	1	1.36	0.667	0.8	0.3	1.39	female	-3.6	183.41	0.71	1.36	0.13
898	898	0.8	1	1.19	0.667	0.8	0.3	1.72	male	-2.4	182.27	0.71	1.19	0.8
899	899	0.8	1	1.24	0.667	0.8	0.3	-1.31	male	-2.8	199.22	0.77	1.24	0.8
900	900	0.8	1	1.32	0.667	0.8	0.3	1.6	male	-3.3	193.73	0.75	1.32	0.49
901	901	0.8	1	1.48	0.667	0.8	0.3	-1.68	male	-4.3	212.73	0.83	1.48	0.41
902	902	0.8	1	1.39	0.667	0.8	0.3	-0.23	male	-3.8	202.67	0.79	1.39	0.54
903	903	0.8	1	1.38	0.667	0.8	0.3	-1.59	ambiguous	-3.7	224.69	0.87	1.38	0.4
narr	0	0.8	1	1	0.667	0.8	0.3	-1.59	ambiguous	1	206	1	1	1
